,field_name,name,en_name,type,order,unit,com_type_code
649,ISA20,Lãi/Lỗ ròng sau thuế,Profit/Loss after tax,Chỉ tiêu kết quả kinh doanh,12,tỷ,BH
650,ISA21,Lợi ích của cổ đông thiểu số,Minority Interests,Chỉ tiêu kết quả kinh doanh,13,tỷ,BH
651,ISA22,Lãi/Lỗ thuần của cổ đông công ty mẹ,Profit to parent company,Chỉ tiêu kết quả kinh doanh,14,tỷ,BH
652,ISA3,Doanh thu thuần,Net Sales,Chỉ tiêu kết quả kinh doanh,1,tỷ,CK
653,ISA4,Giá vốn hàng bán,Cost of Sales,Chỉ tiêu kết quả kinh doanh,2,tỷ,CK
654,ISA5,Lãi gộp,Gross Profit,Chỉ tiêu kết quả kinh doanh,3,tỷ,CK
655,ISS141,Thu nhập tài chính,Financial Income,Chỉ tiêu kết quả kinh doanh,4,tỷ,CK
656,ISS146,Chi phí tài chính,Financial Expenses,Chỉ tiêu kết quả kinh doanh,5,tỷ,CK
657,ISS148,Chi phí tiền lãi vay,Interest Expenses,Chỉ tiêu kết quả kinh doanh,6,tỷ,CK
658,ISS152,Chi phí bán hàng,Selling Expenses,Chỉ tiêu kết quả kinh doanh,7,tỷ,CK
659,ISA10,Chi phí quản lý DN,General & Admin Expenses,Chỉ tiêu kết quả kinh doanh,8,tỷ,CK
660,ISA11,Lãi/Lỗ từ hoạt động kinh doanh,Operating Profit/Loss,Chỉ tiêu kết quả kinh doanh,9,tỷ,CK
661,ISA102,"Lãi lỗ trong công ty liên doanh, liên kết",Net income from associated companies,Chỉ tiêu kết quả kinh doanh,10,tỷ,CK
662,ISA14,Thu nhập/Chi phí khác,Other Income/Expenses,Chỉ tiêu kết quả kinh doanh,11,tỷ,CK
663,ISA16,Lãi/Lỗ ròng trước thuế,Net Profit/Loss before tax,Chỉ tiêu kết quả kinh doanh,12,tỷ,CK
664,ISA17,Thuế TNDN - hiện thời,Current Income Tax,Chỉ tiêu kết quả kinh doanh,13,tỷ,CK
665,ISA18,Thuế TNDN - Hoãn lại,Deferred Income Tax,Chỉ tiêu kết quả kinh doanh,14,tỷ,CK
666,ISA20,Lãi/Lỗ ròng sau thuế,Profit/Loss after tax,Chỉ tiêu kết quả kinh doanh,15,tỷ,CK
667,ISA21,Lợi ích của cổ đông thiểu số,Minority Interests,Chỉ tiêu kết quả kinh doanh,16,tỷ,CK
668,ISA22,Lãi/Lỗ thuần của cổ đông công ty mẹ,Profit to parent company,Chỉ tiêu kết quả kinh doanh,17,tỷ,CK
669,ISA1,Doanh thu bán hàng và cung cấp dịch vụ,Sales,Chỉ tiêu kết quả kinh doanh,1,tỷ,CT
670,ISA2,Các khoản giảm trừ doanh thu,Sales deductions,Chỉ tiêu kết quả kinh doanh,2,tỷ,CT
671,ISA3,Doanh thu thuần,Net Sales,Chỉ tiêu kết quả kinh doanh,3,tỷ,CT
672,ISA4,Giá vốn hàng bán,Cost of Sales,Chỉ tiêu kết quả kinh doanh,4,tỷ,CT
673,ISA5,Lãi gộp,Gross Profit,Chỉ tiêu kết quả kinh doanh,5,tỷ,CT
674,ISA7,Chi phí tài chính,Financial Expenses,Chỉ tiêu kết quả kinh doanh,7,tỷ,CT
675,ISA102,Lãi/lỗ từ công ty liên doanh,Gain/(loss) from joint ventures,Chỉ tiêu kết quả kinh doanh,9,tỷ,CT
676,ISA9,Chi phí bán hàng,Selling Expenses,Chỉ tiêu kết quả kinh doanh,10,tỷ,CT
677,ISA10,Chi phí quản lý DN,General & Admin Expenses,Chỉ tiêu kết quả kinh doanh,11,tỷ,CT
678,ISA11,Lãi/Lỗ từ hoạt động kinh doanh,Operating Profit/Loss,Chỉ tiêu kết quả kinh doanh,12,tỷ,CT
679,ISA12,Thu nhập khác,Other income,Chỉ tiêu kết quả kinh doanh,13,tỷ,CT
680,ISA15,"Lãi lỗ trong công ty liên doanh, liên kết",Net income from associated companies,Chỉ tiêu kết quả kinh doanh,14,tỷ,CT
681,ISA13,Thu nhập/Chi phí khác,Other Income/Expenses,Chỉ tiêu kết quả kinh doanh,15,tỷ,CT
682,ISA14,Lợi nhuận khác,Net other income/expenses,Chỉ tiêu kết quả kinh doanh,16,tỷ,CT
683,ISA16,Lãi/Lỗ ròng trước thuế,Net Profit/Loss before tax,Chỉ tiêu kết quả kinh doanh,17,tỷ,CT
684,ISA17,Thuế TNDN - hiện thời,Current Income Tax,Chỉ tiêu kết quả kinh doanh,18,tỷ,CT
685,ISA18,Thuế TNDN - Hoãn lại,Deferred Income Tax,Chỉ tiêu kết quả kinh doanh,19,tỷ,CT
686,ISA20,Lãi/Lỗ ròng sau thuế,Profit/Loss after tax,Chỉ tiêu kết quả kinh doanh,20,tỷ,CT
687,ISA21,Lợi ích của cổ đông thiểu số,Minority Interests,Chỉ tiêu kết quả kinh doanh,21,tỷ,CT
688,ISA22,Lãi/Lỗ thuần của cổ đông công ty mẹ,Profit to parent company,Chỉ tiêu kết quả kinh doanh,22,tỷ,CT
689,ISB25,Thu nhập lãi và các khoản tương tự,Interest and Similar Income,Chỉ tiêu kết quả kinh doanh,1,tỷ,NH
690,ISB26,Chi phí lãi và các khoản tương tự,Interest and Similar Expenses,Chỉ tiêu kết quả kinh doanh,2,tỷ,NH
691,ISB27,Thu nhập lãi thuần,Net Interest Income,Chỉ tiêu kết quả kinh doanh,3,tỷ,NH
692,ISB28,Thu nhập từ hoạt động dịch vụ,Fees and Comission Income,Chỉ tiêu kết quả kinh doanh,4,tỷ,NH
693,ISB29,Chi phí hoạt động dịch vụ,Fees and Comission Expenses,Chỉ tiêu kết quả kinh doanh,5,tỷ,NH
694,ISB30,Lãi thuần từ hoạt động dịch vụ,Net Fee and Commission Income,Chỉ tiêu kết quả kinh doanh,6,tỷ,NH
695,ISB31,Kinh doanh ngoại hối và vàng,Net gain (loss) from foreign currency and gold dealings,Chỉ tiêu kết quả kinh doanh,7,tỷ,NH
696,ISB32,Chứng khoán kinh doanh,Net gain (loss) from trading of trading securities,Chỉ tiêu kết quả kinh doanh,8,tỷ,NH
697,ISB33,Chứng khoán đầu tư,Net gain (loss) from disposal of investment securities,Chỉ tiêu kết quả kinh doanh,9,tỷ,NH
698,ISB34,Hoạt động khác,Net Other income/(expenses),Chỉ tiêu kết quả kinh doanh,10,tỷ,NH
699,ISB35,Chi phí hoạt động khác,Other expenses,Chỉ tiêu kết quả kinh doanh,11,tỷ,NH
700,ISB36,Lãi/lỗ thuần từ hoạt động khác,Net Other income/expenses,Chỉ tiêu kết quả kinh doanh,12,tỷ,NH
701,ISB37,Cố tức đã nhận,Dividends received,Chỉ tiêu kết quả kinh doanh,13,tỷ,NH
702,ISB38,Tổng thu nhập hoạt động,Total operating revenue,Chỉ tiêu kết quả kinh doanh,14,tỷ,NH
703,ISB39,Chi phí quản lý DN,General & Admin Expenses,Chỉ tiêu kết quả kinh doanh,15,tỷ,NH
704,ISB40,LN từ HĐKD trước CF dự phòng,Operating Profit before Provision,Chỉ tiêu kết quả kinh doanh,16,tỷ,NH
705,ISB41,Chi phí dự phòng rủi ro tín dụng,Provision for credit losses,Chỉ tiêu kết quả kinh doanh,17,tỷ,NH
706,ISA16,LN trước thuế,Profit before tax,Chỉ tiêu kết quả kinh doanh,18,tỷ,NH
707,ISA19,Thuế TNDN,Tax For the Year,Chỉ tiêu kết quả kinh doanh,19,tỷ,NH
708,ISA17,Chi phí thuế TNDN hiện hành,Business income tax - current,Chỉ tiêu kết quả kinh doanh,20,tỷ,NH
709,ISA18,Chi phí thuế TNDN hoãn lại,Business income tax - deferred,Chỉ tiêu kết quả kinh doanh,21,tỷ,NH
710,ISA21,Cổ đông thiểu số,Minority Interest,Chỉ tiêu kết quả kinh doanh,22,tỷ,NH
711,ISA20,Lợi nhuận thuần,Net Profit For the Year,Chỉ tiêu kết quả kinh doanh,23,tỷ,NH
712,ISA22,Cổ đông của Công ty mẹ,Attributable to parent company,Chỉ tiêu kết quả kinh doanh,24,tỷ,NH
713,ISA23,Lãi cơ bản trên cổ phiếu,EPS_basis,Chỉ tiêu kết quả kinh doanh,25,tỷ,NH
714,ebitda,EBITDA (Tỷ đồng),EBITDA (Bn. VND),Chỉ tiêu khả năng sinh lợi,5,tỷ,BH
715,ebit,EBIT (Tỷ đồng),EBIT (Bn. VND),Chỉ tiêu khả năng sinh lợi,6,tỷ,BH
716,dividend,Tỷ suất cổ tức (%),Dividend yield (%),Chỉ tiêu khả năng sinh lợi,13,%,BH
717,RTQ17,Vòng quay hàng tồn kho,Inventory Turnover,Chỉ tiêu hiệu quả hoạt động,28,index,BH
718,fae,TSCĐ / Vốn CSH,Fixed Asset-To-Equity,Chỉ tiêu cơ cấu nguồn vốn,36,index,BH
719,charterCapitalRatio,Vốn CSH/Vốn điều lệ,Owners' Equity/Charter Capital,Chỉ tiêu cơ cấu nguồn vốn,38,index,BH
720,ebitda,EBITDA (Tỷ đồng),EBITDA (Bn. VND),Chỉ tiêu khả năng sinh lợi,5,tỷ,CK
721,ebit,EBIT (Tỷ đồng),EBIT (Bn. VND),Chỉ tiêu khả năng sinh lợi,6,tỷ,CK
722,dividend,Tỷ suất cổ tức (%),Dividend yield (%),Chỉ tiêu khả năng sinh lợi,13,%,CK
723,RTQ17,Vòng quay hàng tồn kho,Inventory Turnover,Chỉ tiêu hiệu quả hoạt động,28,index,CK
724,fae,TSCĐ / Vốn CSH,Fixed Asset-To-Equity,Chỉ tiêu cơ cấu nguồn vốn,36,index,CK
725,charterCapitalRatio,Vốn CSH/Vốn điều lệ,Owners' Equity/Charter Capital,Chỉ tiêu cơ cấu nguồn vốn,38,index,CK
726,ebitda,EBITDA (Tỷ đồng),EBITDA (Bn. VND),Chỉ tiêu khả năng sinh lợi,5,tỷ,CT
727,ebit,EBIT (Tỷ đồng),EBIT (Bn. VND),Chỉ tiêu khả năng sinh lợi,6,tỷ,CT
728,dividend,Tỷ suất cổ tức (%),Dividend yield (%),Chỉ tiêu khả năng sinh lợi,13,%,CT
729,RTQ17,Vòng quay hàng tồn kho,Inventory Turnover,Chỉ tiêu hiệu quả hoạt động,28,index,CT
730,fae,TSCĐ / Vốn CSH,Fixed Asset-To-Equity,Chỉ tiêu cơ cấu nguồn vốn,36,index,CT
731,charterCapitalRatio,Vốn CSH/Vốn điều lệ,Owners' Equity/Charter Capital,Chỉ tiêu cơ cấu nguồn vốn,38,index,CT
732,ebitda,EBITDA (Tỷ đồng),EBITDA (Bn. VND),Chỉ tiêu khả năng sinh lợi,5,tỷ,NH
733,ebit,EBIT (Tỷ đồng),EBIT (Bn. VND),Chỉ tiêu khả năng sinh lợi,6,tỷ,NH
734,dividend,Tỷ suất cổ tức (%),Dividend yield (%),Chỉ tiêu khả năng sinh lợi,13,%,NH
735,RTQ17,Vòng quay hàng tồn kho,Inventory Turnover,Chỉ tiêu hiệu quả hoạt động,28,index,NH
736,fae,TSCĐ / Vốn CSH,Fixed Asset-To-Equity,Chỉ tiêu cơ cấu nguồn vốn,36,index,NH
737,charterCapitalRatio,Vốn CSH/Vốn điều lệ,Owners' Equity/Charter Capital,Chỉ tiêu cơ cấu nguồn vốn,38,index,NH
